,category,desc,brand,item_name,product_size,product_cost,unit_price_100
577,"Potatoes, processed","Fries, hashbrowns, and wedges.",Woolworths,Essentials Frozen Straight Cut Potato Chips,1000,1.89,0.189
578,"Potatoes, processed","Fries, hashbrowns, and wedges.",Woolworths,Chunky Steakhouse Chips,1000,2,0.2
579,"Potatoes, processed","Fries, hashbrowns, and wedges.",Bell Farms,Bell Farms Crunchy Chips,750,3,0.4
580,"Potatoes, processed","Fries, hashbrowns, and wedges.",Coles,Frozen Potato French Fries,1000,1.9,0.19
581,"Potatoes, processed","Fries, hashbrowns, and wedges.",Coles,Frozen Chunky Potato Wedges,750,2,0.266666667
582,"Potatoes, processed","Fries, hashbrowns, and wedges.",Coles,Frozen Potato Royals,1000,3,0.3
583,"Potatoes, processed","Fries, hashbrowns, and wedges.",Woolworths,Essentials Frozen Straight Cut Potato Chips,1000,1.89,0.189
584,"Potatoes, processed","Fries, hashbrowns, and wedges.",Woolworths,Chunky Steakhouse Chips,1000,2,0.2
585,"Potatoes, processed","Fries, hashbrowns, and wedges.",Bell Farms,Bell Farms Crunchy Chips,750,2,0.266666667
586,"Potatoes, processed","Fries, hashbrowns, and wedges.",Coles,Frozen Potato French Fries,1000,1.9,0.19
587,"Potatoes, processed","Fries, hashbrowns, and wedges.",Coles,Frozen Chunky Potato Wedges,750,2,0.266666667
588,"Potatoes, processed","Fries, hashbrowns, and wedges.",Coles,Frozen Potato Royals,1000,3,0.3
589,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Woolworths,Gold Sweet Potato,1000,4.9,0.49
590,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Woolworths,Fresh Australian Grown Reindeer Carrots,1000,2,0.2
591,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Woolworths,Pumpkin Kent,1000,3.5,0.35
592,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Coles,Juicing Carrots,2500,4,0.16
593,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Coles,Loose gold sweet potato,1000,4.9,0.49
594,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Coles,Kent Pumpkin Whole,1000,4,0.4
595,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Woolworths,Gold Sweet Potato,1000,4.9,0.49
596,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Woolworths,Fresh Australian Grown Reindeer Carrots,1000,2,0.2
597,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Woolworths,Pumpkin Kent,1000,4,0.4
598,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Coles,I'm Perfect Carrots Prepacked,1500,2,0.133333333
599,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Coles,Sweet gold potatoes,1000,4.5,0.45
600,Orange/yellow vegetables,"Carrots, orange sweet potato, pumpkin",Coles,Kent pumpkin,1000,4,0.4
601,Green leafy vegetables,"Lettuce, rocket, spinach",Woolworths,Iceberg Lettuce each,500,2.9,0.58
602,Green leafy vegetables,"Lettuce, rocket, spinach",Bell Farms,Bell Farms Chopped Spinach,250,0.95,0.38
603,Green leafy vegetables,"Lettuce, rocket, spinach",Woolworths,Woolworths Rocket,120,2.5,2.083333333
604,Green leafy vegetables,"Lettuce, rocket, spinach",Coles,Iceberg Lettuce,500,1.9,0.38
605,Green leafy vegetables,"Lettuce, rocket, spinach",Natures nutrients,Frozen chopped spinach,250,1,0.4
606,Green leafy vegetables,"Lettuce, rocket, spinach",Coles,Baby Rocket Lettuce Prepacked,120,3,2.5
607,Green leafy vegetables,"Lettuce, rocket, spinach",Woolworths,Iceberg Lettuce each,500,2.9,0.58
608,Green leafy vegetables,"Lettuce, rocket, spinach",Woolworths,Baby leaf salad with beetroot,180,4,2.222222222
609,Green leafy vegetables,"Lettuce, rocket, spinach",Woolworths,Woolworths Rocket,120,2.5,2.083333333
610,Green leafy vegetables,"Lettuce, rocket, spinach",Coles,Iceberg Lettuce,500,1.9,0.38
611,Green leafy vegetables,"Lettuce, rocket, spinach",Natures nutrients,Frozen chopped spinach,250,1,0.4
612,Green leafy vegetables,"Lettuce, rocket, spinach",Coles,Baby Rocket Lettuce Prepacked,120,3,2.5
613,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Woolworths,Fresh broccoli,1000,5.5,0.55
614,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Woolworths,Baby cabbage,750,2.9,0.386666667
615,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Woolworths,Fresh cauliflower,1000,4.5,0.45
616,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Coles,Broccoli,1000,2.5,0.25
617,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Coles,Snap Frozen Cauliflower Prepacked,500,2.15,0.43
618,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Coles,Fresh Loose Cup Mushrooms,1000,8,0.8
619,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Woolworths,Broccoli florets,500,2.5,0.5
620,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Woolworths,Fresh cabbage,908,4.5,0.495594714
621,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Woolworths,Fresh cauliflower,1000,4.5,0.45
622,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Coles,Broccoli,1000,2.5,0.25
623,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Coles,Snap Frozen Cauliflower Prepacked,500,2.15,0.43
624,Other vegetables,"Broccoli, cabbage and cauliflower, leeks, onions, peas and beans, beetroot, root vegetables that are not orange or yellow, zucchini, tomato, mushrooms, onions and leeks",Coles,Fresh Loose Cup Mushrooms,500,6,1.2
625,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Woolworths,Classic Coleslaw,800,6.5,0.8125
626,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Woolworths,Creamy Potato Salad,800,6.5,0.8125
627,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Woolworths,Sweet potato and potato salad,400,5,1.25
628,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Coles,Potato Salad,800,6.5,0.8125
629,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Masterfoods,Heat and Eat Jaipur Vegetables,285,3.5,1.228070175
630,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Coles,Coleslaw salad,800,6.5,0.8125
631,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Woolworths,Classic Coleslaw,800,6.5,0.8125
632,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Woolworths,Creamy Potato Salad,800,6.5,0.8125
633,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Woolworths,Sweet potato and potato salad,400,5,1.25
634,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Coles,Potato Salad,800,6.5,0.8125
635,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Masterfoods,Heat and Eat Jaipur Vegetables,285,3.5,1.228070175
636,Vegetable dishes,"Vegetable casseroles, vegetable curries with (rice, noodles), vegetable stir‐fry, vegetable salads with additions (cheese, fruit, nuts meat, eggs), coleslaw, and potato salad",Coles,Coleslaw salad,800,6.5,0.8125
637,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Woolworths,Baked Beans In Tomato Sauce,420,0.65,0.154761905
638,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Woolworths,Lentils No Added Salt,420,0.8,0.19047619
639,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Woolworths,Chickpea no added salt,420,0.8,0.19047619
640,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Coles,Chickpeas,420,0.8,0.19047619
641,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Coles,Smart Buy Baked Beans In Tomato Sauce4,420,0.65,0.154761905
642,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Coles,Baked Beans In BBQ Sauce,425,0.9,0.211764706
643,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Woolworths,Baked Beans In Tomato Sauce,420,0.65,0.154761905
644,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Woolworths,Lentils No Added Salt,420,0.8,0.19047619
645,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Woolworths,Chickpea no added salt,420,0.8,0.19047619
646,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Coles,Chickpeas,420,0.8,0.19047619
647,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Coles,Smart Buy Baked Beans In Tomato Sauce,420,0.65,0.154761905
648,Legumes and legume dishes,"Beans, lentils, baked beans plain and in (sauces, curry, salads and casseroles)",Coles,Baked Beans In BBQ Sauce,425,0.9,0.211764706
649,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Woolworths,Chips Crinkle Cut Original,175,1.6,0.914285714
650,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Woolworths,Corn Chips Supreme,200,1.9,0.95
651,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Woolworths,Cheese Rings,190,1.85,0.973684211
652,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Coles,Original Crinkle Cut Potato Chips,175,1.6,0.914285714
653,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Coles,Cheese Supreme Corn Chips,200,1.9,0.95
654,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Coles,Chicken Flavour Noodle Snacks 12 pack,300,2.85,0.95
655,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Woolworths,Chips Crinkle Cut Original,175,1.6,0.914285714
656,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Woolworths,Corn Chips Supreme,200,1.9,0.95
657,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Woolworths,Cheese Rings,190,1.85,0.973684211
658,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Coles,Original Crinkle Cut Potato Chips,175,1.6,0.914285714
659,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Coles,Cheese Supreme Corn Chips,200,1.9,0.95
660,Savoury snacks,"Potato crisps, corn chips, popcorn with additions (salt, butter),  snack mixes, and pretzels",Coles,Chicken Flavour Noodle Snacks 12 pack,300,2.85,0.95
661,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Woolworths,Choc Hazelnut spread,750,4.3,0.573333333
662,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Woolworths,Essentials Strawberry Jam,500,1.4,0.28
663,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Gardener,Mixed Blossom Honey,700,6.5,0.928571429
664,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Coles,Marmalade Spread,500,1.3,0.26
665,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Coles,Pure Australian Honey Jar,500,6.5,1.3
666,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Coles,Smooth Hazelnut Spread,400,2.5,0.625
667,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Woolworths,Choc Hazelnut spread,750,4.3,0.573333333
668,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Woolworths,Essentials Strawberry Jam,500,1.4,0.28
669,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Gardener,Mixed Blossom Honey,700,6.5,0.928571429
670,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Coles,Marmalade Spread,500,1.3,0.26
671,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Coles,Pure Australian Honey Jar,500,6.5,1.3
672,Sweet spreads and syrups,"Fruit jams, chocolate/hazelnut spread; Sugar, honey, and maple syrups",Coles,Smooth Hazelnut Spread,400,2.5,0.625
673,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Woolworths,Essentials Assorted Flavours Fruit Bars,500,3.7,0.74
674,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Woolworths,Muesli Bar Choc Chip,248,1.9,0.766129032
675,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Tasti,Nut Bar Peanut Butter,420,5,1.19047619
676,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Coles,Strawberry Yoghurt Topped Muesli Bars 8 Pack,248,1.9,0.766129032
677,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Coles,Fruit Filled 12 Bars Variety Pack,450,4.8,1.066666667
678,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Coles,Nut Delight Bars,210,2.7,1.285714286
679,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Woolworths,Essentials Assorted Flavours Fruit Bars,500,3.7,0.74
680,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Woolworths,Muesli Bar Choc Chip,248,1.9,0.766129032
681,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Tasti,Nut Bar Peanut Butter,420,5,1.19047619
682,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Coles,Strawberry Yoghurt Topped Muesli Bars 8 Pack,248,1.9,0.766129032
683,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Coles,Fruit Filled 12 Bars Variety Pack,450,4.8,1.066666667
684,Sweet snacks,"Muesli and cereal bars (fruit bars, fruit leathers, muesli bars with and without coatings or chocolate chips), chocolate, bars, licorice, honeycomb, lollies, marshmallows",Coles,Nut Delight Bars,210,2.7,1.285714286
